$version=1
!code,Date,block,UnitsInService
863,1900/01/01,3,0
863,1900/01/01,4,0
864,1900/01/01,1,0
864,1900/01/01,2,0
864,1900/01/01,3,0
864,1900/01/01,4,0
865,1900/01/01,1,1
865,1900/01/01,2,1
865,1900/01/01,3,1
865,1900/01/01,4,1
867,1900/01/01,1,1
867,1900/01/01,2,1
867,1900/01/01,3,1
867,1900/01/01,4,1
867,2039/01/01,1,0
867,2039/01/01,2,0
867,2039/01/01,3,0
867,2039/01/01,4,0
868,1900/01/01,1,0
868,1900/01/01,2,0
868,1900/01/01,3,0
868,1900/01/01,4,0
866,1900/01/01,1,0
866,1900/01/01,2,0
866,1900/01/01,3,0
866,1900/01/01,4,0
869,1900/01/01,1,1
869,1900/01/01,2,1
869,1900/01/01,3,1
869,1900/01/01,4,1
870,1900/01/01,1,1
870,1900/01/01,2,1
870,1900/01/01,3,1
870,1900/01/01,4,1
871,1900/01/01,1,1
871,1900/01/01,2,1
871,1900/01/01,3,1
871,1900/01/01,4,1
872,1900/01/01,1,0
872,1900/01/01,2,0
872,1900/01/01,3,0
872,1900/01/01,4,0
873,1900/01/01,1,1
873,1900/01/01,2,1
873,1900/01/01,3,1
873,1900/01/01,4,1
874,1900/01/01,1,1
874,1900/01/01,2,1
874,1900/01/01,3,1
874,1900/01/01,4,1
874,2030/01/01,1,0
874,2030/01/01,2,0
874,2030/01/01,3,0
874,2030/01/01,4,0
875,1900/01/01,1,1
875,1900/01/01,2,1
875,1900/01/01,3,1
875,1900/01/01,4,1
877,1900/01/01,1,0
877,1900/01/01,2,0
877,1900/01/01,3,0
877,1900/01/01,4,0
878,1900/01/01,1,1
878,1900/01/01,2,1
878,1900/01/01,3,1
878,1900/01/01,4,1
879,1900/01/01,1,0
879,1900/01/01,2,0
879,1900/01/01,3,0
879,1900/01/01,4,0
879,2033/01/01,1,1
879,2033/01/01,2,1
879,2033/01/01,3,1
879,2033/01/01,4,1
880,1900/01/01,1,0
880,1900/01/01,2,0
880,1900/01/01,3,0
880,1900/01/01,4,0
881,1900/01/01,1,1
881,1900/01/01,2,1
881,1900/01/01,3,1
881,1900/01/01,4,1
881,2034/01/01,1,0
881,2034/01/01,2,0
881,2034/01/01,3,0
881,2034/01/01,4,0
882,1900/01/01,1,1
882,1900/01/01,2,1
882,1900/01/01,3,1
882,1900/01/01,4,1
882,2034/01/01,1,0
882,2034/01/01,2,0
882,2034/01/01,3,0
882,2034/01/01,4,0
883,1900/01/01,1,0
883,1900/01/01,2,0
883,1900/01/01,3,0
883,1900/01/01,4,0
883,2033/01/01,1,1
883,2033/01/01,2,1
883,2033/01/01,3,1
883,2033/01/01,4,1
884,1900/01/01,1,0
884,1900/01/01,2,0
884,1900/01/01,3,0
884,1900/01/01,4,0
884,2039/01/01,1,1
884,2039/01/01,2,1
884,2039/01/01,3,1
884,2039/01/01,4,1
885,1900/01/01,1,0
885,1900/01/01,2,0
885,1900/01/01,3,0
885,1900/01/01,4,0
886,1900/01/01,1,1
886,1900/01/01,2,1
886,1900/01/01,3,1
886,1900/01/01,4,1
886,2030/01/01,1,0
886,2030/01/01,2,0
886,2030/01/01,3,0
886,2030/01/01,4,0
887,1900/01/01,1,1
887,1900/01/01,2,1
887,1900/01/01,3,1
887,1900/01/01,4,1
887,2034/01/01,1,0
887,2034/01/01,2,0
887,2034/01/01,3,0
887,2034/01/01,4,0
888,1900/01/01,1,0
888,1900/01/01,2,0
888,1900/01/01,3,0
888,1900/01/01,4,0
889,1900/01/01,1,0
889,1900/01/01,2,0
889,1900/01/01,3,0
889,1900/01/01,4,0
897,1900/01/01,1,0
897,1900/01/01,2,0
897,1900/01/01,3,0
897,1900/01/01,4,0
891,1900/01/01,1,1
891,1900/01/01,2,1
891,1900/01/01,3,1
891,1900/01/01,4,1
892,1900/01/01,1,1
892,1900/01/01,2,1
892,1900/01/01,3,1
892,1900/01/01,4,1
892,2030/01/01,1,0
892,2030/01/01,2,0
892,2030/01/01,3,0
892,2030/01/01,4,0
892,2034/01/01,1,1
892,2034/01/01,2,1
892,2034/01/01,3,1
892,2034/01/01,4,1
898,1900/01/01,1,0
898,1900/01/01,2,0
898,1900/01/01,3,0
898,1900/01/01,4,0
893,1900/01/01,1,1
893,1900/01/01,2,1
893,1900/01/01,3,1
893,1900/01/01,4,1
894,1900/01/01,1,0
894,1900/01/01,2,0
894,1900/01/01,3,0
894,1900/01/01,4,0
894,2030/01/01,1,1
894,2030/01/01,2,1
894,2030/01/01,3,1
894,2030/01/01,4,1
894,2037/01/01,1,0
894,2037/01/01,2,0
894,2037/01/01,3,0
894,2037/01/01,4,0
894,2038/01/01,1,1
894,2038/01/01,2,1
894,2038/01/01,3,1
894,2038/01/01,4,1
895,1900/01/01,1,1
895,1900/01/01,2,1
895,1900/01/01,3,1
895,1900/01/01,4,1
895,2030/01/01,1,0
895,2030/01/01,2,0
895,2030/01/01,3,0
895,2030/01/01,4,0
896,1900/01/01,1,0
896,1900/01/01,2,0
896,1900/01/01,3,0
896,1900/01/01,4,0
899,1900/01/01,1,0
899,1900/01/01,2,0
899,1900/01/01,3,0
899,1900/01/01,4,0
900,1900/01/01,1,1
900,1900/01/01,2,1
900,1900/01/01,3,1
900,1900/01/01,4,1
901,1900/01/01,1,0
901,1900/01/01,2,0
901,1900/01/01,3,0
901,1900/01/01,4,0
902,1900/01/01,1,1
902,1900/01/01,2,1
902,1900/01/01,3,1
902,1900/01/01,4,1
902,2039/01/01,1,0
902,2039/01/01,2,0
902,2039/01/01,3,0
902,2039/01/01,4,0
903,1900/01/01,1,0
903,1900/01/01,2,0
903,1900/01/01,3,0
903,1900/01/01,4,0
904,1900/01/01,1,0
904,1900/01/01,2,0
904,1900/01/01,3,0
904,1900/01/01,4,0
904,2039/01/01,1,1
904,2039/01/01,2,1
904,2039/01/01,3,1
904,2039/01/01,4,1
905,1900/01/01,1,1
905,1900/01/01,2,1
905,1900/01/01,3,1
905,1900/01/01,4,1
905,2030/01/01,1,0
905,2030/01/01,2,0
905,2030/01/01,3,0
905,2030/01/01,4,0
906,1900/01/01,1,1
906,1900/01/01,2,1
906,1900/01/01,3,1
906,1900/01/01,4,1
907,1900/01/01,1,1
907,1900/01/01,2,1
907,1900/01/01,3,1
907,1900/01/01,4,1
908,1900/01/01,1,1
908,1900/01/01,2,1
908,1900/01/01,3,1
908,1900/01/01,4,1
909,1900/01/01,1,1
909,1900/01/01,2,1
909,1900/01/01,3,1
909,1900/01/01,4,1
909,2030/01/01,1,0
909,2030/01/01,2,0
909,2030/01/01,3,0
909,2030/01/01,4,0
910,1900/01/01,1,0
910,1900/01/01,2,0
910,1900/01/01,3,0
910,1900/01/01,4,0
911,1900/01/01,1,0
911,1900/01/01,2,0
911,1900/01/01,3,0
911,1900/01/01,4,0
912,1900/01/01,1,0
912,1900/01/01,2,0
912,1900/01/01,3,0
912,1900/01/01,4,0
912,2038/01/01,1,1
912,2038/01/01,2,1
912,2038/01/01,3,1
912,2038/01/01,4,1
913,1900/01/01,1,1
913,1900/01/01,2,1
913,1900/01/01,3,1
913,1900/01/01,4,1
914,1900/01/01,1,0
914,1900/01/01,2,0
914,1900/01/01,3,0
914,1900/01/01,4,0
914,2039/01/01,1,1
914,2039/01/01,2,1
914,2039/01/01,3,1
914,2039/01/01,4,1
915,1900/01/01,1,1
915,1900/01/01,2,1
915,1900/01/01,3,1
915,1900/01/01,4,1
915,2038/01/01,1,0
915,2038/01/01,2,0
915,2038/01/01,3,0
915,2038/01/01,4,0
915,2039/01/01,1,1
915,2039/01/01,2,1
915,2039/01/01,3,1
915,2039/01/01,4,1
915,2040/01/01,1,0
915,2040/01/01,2,0
915,2040/01/01,3,0
915,2040/01/01,4,0
916,1900/01/01,1,1
916,1900/01/01,2,1
916,1900/01/01,3,1
916,1900/01/01,4,1
916,2036/01/01,1,0
916,2036/01/01,2,0
916,2036/01/01,3,0
916,2036/01/01,4,0
917,1900/01/01,1,1
917,1900/01/01,2,1
917,1900/01/01,3,1
917,1900/01/01,4,1
918,1900/01/01,1,1
918,1900/01/01,2,1
918,1900/01/01,3,1
918,1900/01/01,4,1
919,1900/01/01,1,0
919,1900/01/01,2,0
919,1900/01/01,3,0
919,1900/01/01,4,0
920,1900/01/01,1,0
920,1900/01/01,2,0
920,1900/01/01,3,0
920,1900/01/01,4,0
921,1900/01/01,1,0
921,1900/01/01,2,0
921,1900/01/01,3,0
921,1900/01/01,4,0
922,1900/01/01,1,3
922,1900/01/01,2,3
922,1900/01/01,3,3
922,1900/01/01,4,3
922,2034/01/01,1,4
922,2034/01/01,2,4
922,2034/01/01,3,4
922,2034/01/01,4,4
923,1900/01/01,1,1
923,1900/01/01,2,1
923,1900/01/01,3,1
923,1900/01/01,4,1
924,1900/01/01,1,2
924,1900/01/01,2,2
924,1900/01/01,3,2
924,1900/01/01,4,2
925,1900/01/01,1,5
925,1900/01/01,2,5
925,1900/01/01,3,5
925,1900/01/01,4,5
925,2030/01/01,1,4
925,2030/01/01,2,4
925,2030/01/01,3,4
925,2030/01/01,4,4
925,2031/01/01,1,5
925,2031/01/01,2,5
925,2031/01/01,3,5
925,2031/01/01,4,5
926,1900/01/01,1,1
926,1900/01/01,2,1
926,1900/01/01,3,1
926,1900/01/01,4,1
927,1900/01/01,1,1
927,1900/01/01,2,1
927,1900/01/01,3,1
927,1900/01/01,4,1
927,2034/01/01,1,0
927,2034/01/01,2,0
927,2034/01/01,3,0
927,2034/01/01,4,0
928,1900/01/01,1,0
928,1900/01/01,2,0
928,1900/01/01,3,0
928,1900/01/01,4,0
929,1900/01/01,1,1
929,1900/01/01,2,1
929,1900/01/01,3,1
929,1900/01/01,4,1
930,1900/01/01,1,1
930,1900/01/01,2,1
930,1900/01/01,3,1
930,1900/01/01,4,1
931,1900/01/01,1,1
931,1900/01/01,2,1
931,1900/01/01,3,1
931,1900/01/01,4,1
932,1900/01/01,1,1
932,1900/01/01,2,1
932,1900/01/01,3,1
932,1900/01/01,4,1
932,2034/01/01,1,0
932,2034/01/01,2,0
932,2034/01/01,3,0
932,2034/01/01,4,0
933,1900/01/01,1,0
933,1900/01/01,2,0
933,1900/01/01,3,0
933,1900/01/01,4,0
934,1900/01/01,1,0
934,1900/01/01,2,0
934,1900/01/01,3,0
934,1900/01/01,4,0
944,1900/01/01,1,1
944,1900/01/01,2,1
944,1900/01/01,3,1
944,1900/01/01,4,1
944,2030/01/01,1,0
944,2030/01/01,2,0
944,2030/01/01,3,0
944,2030/01/01,4,0
945,1900/01/01,1,0
945,1900/01/01,2,0
945,1900/01/01,3,0
945,1900/01/01,4,0
935,1900/01/01,1,1
935,1900/01/01,2,1
935,1900/01/01,3,1
935,1900/01/01,4,1
936,1900/01/01,1,1
936,1900/01/01,2,1
936,1900/01/01,3,1
936,1900/01/01,4,1
936,2030/01/01,1,0
936,2030/01/01,2,0
936,2030/01/01,3,0
936,2030/01/01,4,0
936,2031/01/01,1,1
936,2031/01/01,2,1
936,2031/01/01,3,1
936,2031/01/01,4,1
936,2039/01/01,1,0
936,2039/01/01,2,0
936,2039/01/01,3,0
936,2039/01/01,4,0
937,1900/01/01,1,0
937,1900/01/01,2,0
937,1900/01/01,3,0
937,1900/01/01,4,0
938,1900/01/01,1,0
938,1900/01/01,2,0
938,1900/01/01,3,0
938,1900/01/01,4,0
939,1900/01/01,1,0
939,1900/01/01,2,0
939,1900/01/01,3,0
939,1900/01/01,4,0
940,1900/01/01,1,0
940,1900/01/01,2,0
940,1900/01/01,3,0
940,1900/01/01,4,0
940,2030/01/01,1,1
940,2030/01/01,2,1
940,2030/01/01,3,1
940,2030/01/01,4,1
941,1900/01/01,1,2
941,1900/01/01,2,2
941,1900/01/01,3,2
941,1900/01/01,4,2
942,1900/01/01,1,0
942,1900/01/01,2,0
942,1900/01/01,3,0
942,1900/01/01,4,0
942,2030/01/01,1,1
942,2030/01/01,2,1
942,2030/01/01,3,1
942,2030/01/01,4,1
943,1900/01/01,1,0
943,1900/01/01,2,0
943,1900/01/01,3,0
943,1900/01/01,4,0
2625,1900/01/01,1,1
2625,1900/01/01,2,1
2625,1900/01/01,3,1
2625,1900/01/01,4,1
2625,2034/01/01,1,0
2625,2034/01/01,2,0
2625,2034/01/01,3,0
2625,2034/01/01,4,0
946,1900/01/01,1,0
946,1900/01/01,2,0
946,1900/01/01,3,0
946,1900/01/01,4,0
947,1900/01/01,1,0
947,1900/01/01,2,0
947,1900/01/01,3,0
947,1900/01/01,4,0
948,1900/01/01,1,1
948,1900/01/01,2,1
948,1900/01/01,3,1
948,1900/01/01,4,1
841,1900/01/01,1,0
841,1900/01/01,2,0
841,1900/01/01,3,0
841,1900/01/01,4,0
949,1900/01/01,1,0
949,1900/01/01,2,0
949,1900/01/01,3,0
949,1900/01/01,4,0
950,1900/01/01,1,1
950,1900/01/01,2,1
950,1900/01/01,3,1
950,1900/01/01,4,1
951,1900/01/01,1,0
951,1900/01/01,2,0
951,1900/01/01,3,0
951,1900/01/01,4,0
39,1900/01/01,1,1
39,1900/01/01,2,1
39,1900/01/01,3,1
39,1900/01/01,4,1
952,1900/01/01,1,1
952,1900/01/01,2,1
952,1900/01/01,3,1
952,1900/01/01,4,1
953,1900/01/01,1,1
953,1900/01/01,2,1
953,1900/01/01,3,1
953,1900/01/01,4,1
954,1900/01/01,1,0
954,1900/01/01,2,0
954,1900/01/01,3,0
954,1900/01/01,4,0
955,1900/01/01,1,1
955,1900/01/01,2,1
955,1900/01/01,3,1
955,1900/01/01,4,1
956,1900/01/01,1,1
956,1900/01/01,2,1
956,1900/01/01,3,1
956,1900/01/01,4,1
956,2030/01/01,1,0
956,2030/01/01,2,0
956,2030/01/01,3,0
956,2030/01/01,4,0
956,2034/01/01,1,1
956,2034/01/01,2,1
956,2034/01/01,3,1
956,2034/01/01,4,1
956,2036/01/01,1,0
956,2036/01/01,2,0
956,2036/01/01,3,0
956,2036/01/01,4,0
957,1900/01/01,1,2
957,1900/01/01,2,2
957,1900/01/01,3,2
957,1900/01/01,4,2
958,1900/01/01,1,1
958,1900/01/01,2,1
958,1900/01/01,3,1
958,1900/01/01,4,1
958,2033/01/01,1,0
958,2033/01/01,2,0
958,2033/01/01,3,0
958,2033/01/01,4,0
959,1900/01/01,1,0
959,1900/01/01,2,0
959,1900/01/01,3,0
959,1900/01/01,4,0
960,1900/01/01,1,0
960,1900/01/01,2,0
960,1900/01/01,3,0
960,1900/01/01,4,0
961,1900/01/01,1,1
961,1900/01/01,2,1
961,1900/01/01,3,1
961,1900/01/01,4,1
961,2030/01/01,1,2
961,2030/01/01,2,2
961,2030/01/01,3,2
961,2030/01/01,4,2
962,1900/01/01,1,1
962,1900/01/01,2,1
962,1900/01/01,3,1
962,1900/01/01,4,1
962,2037/01/01,1,0
962,2037/01/01,2,0
962,2037/01/01,3,0
962,2037/01/01,4,0
962,2039/01/01,1,1
962,2039/01/01,2,1
962,2039/01/01,3,1
962,2039/01/01,4,1
963,1900/01/01,1,0
963,1900/01/01,2,0
963,1900/01/01,3,0
963,1900/01/01,4,0
964,1900/01/01,1,1
964,1900/01/01,2,1
964,1900/01/01,3,1
964,1900/01/01,4,1
964,2037/01/01,1,0
964,2037/01/01,2,0
964,2037/01/01,3,0
964,2037/01/01,4,0
964,2039/01/01,1,1
964,2039/01/01,2,1
964,2039/01/01,3,1
964,2039/01/01,4,1
965,1900/01/01,1,0
965,1900/01/01,2,0
965,1900/01/01,3,0
965,1900/01/01,4,0
966,1900/01/01,1,3
966,1900/01/01,2,3
966,1900/01/01,3,3
966,1900/01/01,4,3
967,1900/01/01,1,3
967,1900/01/01,2,3
967,1900/01/01,3,3
967,1900/01/01,4,3
968,1900/01/01,1,1
968,1900/01/01,2,1
968,1900/01/01,3,1
968,1900/01/01,4,1
969,1900/01/01,1,3
969,1900/01/01,2,3
969,1900/01/01,3,3
969,1900/01/01,4,3
970,1900/01/01,1,3
970,1900/01/01,2,3
970,1900/01/01,3,3
970,1900/01/01,4,3
971,1900/01/01,1,2
971,1900/01/01,2,2
971,1900/01/01,3,2
971,1900/01/01,4,2
972,1900/01/01,1,3
972,1900/01/01,2,3
972,1900/01/01,3,3
972,1900/01/01,4,3
973,1900/01/01,1,3
973,1900/01/01,2,3
973,1900/01/01,3,3
973,1900/01/01,4,3
974,1900/01/01,1,3
974,1900/01/01,2,3
974,1900/01/01,3,3
974,1900/01/01,4,3
975,1900/01/01,1,3
975,1900/01/01,2,3
975,1900/01/01,3,3
975,1900/01/01,4,3
976,1900/01/01,1,3
976,1900/01/01,2,3
976,1900/01/01,3,3
976,1900/01/01,4,3
977,1900/01/01,1,3
977,1900/01/01,2,3
977,1900/01/01,3,3
977,1900/01/01,4,3
978,1900/01/01,1,3
978,1900/01/01,2,3
978,1900/01/01,3,3
978,1900/01/01,4,3
979,1900/01/01,1,1
979,1900/01/01,2,1
979,1900/01/01,3,1
979,1900/01/01,4,1
980,1900/01/01,1,2
980,1900/01/01,2,2
980,1900/01/01,3,2
980,1900/01/01,4,2
981,1900/01/01,1,1
981,1900/01/01,2,1
981,1900/01/01,3,1
981,1900/01/01,4,1
982,1900/01/01,1,3
982,1900/01/01,2,3
982,1900/01/01,3,3
982,1900/01/01,4,3
983,1900/01/01,1,1
983,1900/01/01,2,1
983,1900/01/01,3,1
983,1900/01/01,4,1
984,1900/01/01,1,4
984,1900/01/01,2,4
984,1900/01/01,3,4
984,1900/01/01,4,4
985,1900/01/01,1,1
985,1900/01/01,2,1
985,1900/01/01,3,1
985,1900/01/01,4,1
986,1900/01/01,1,4
986,1900/01/01,2,4
986,1900/01/01,3,4
986,1900/01/01,4,4
987,1900/01/01,1,0
987,1900/01/01,2,0
987,1900/01/01,3,0
987,1900/01/01,4,0
988,1900/01/01,1,0
988,1900/01/01,2,0
988,1900/01/01,3,0
988,1900/01/01,4,0
989,1900/01/01,1,3
989,1900/01/01,2,3
989,1900/01/01,3,3
989,1900/01/01,4,3
990,1900/01/01,1,2
990,1900/01/01,2,2
990,1900/01/01,3,2
990,1900/01/01,4,2
991,1900/01/01,1,0
991,1900/01/01,2,0
991,1900/01/01,3,0
991,1900/01/01,4,0
992,1900/01/01,1,2
992,1900/01/01,2,2
992,1900/01/01,3,2
992,1900/01/01,4,2
993,1900/01/01,1,3
993,1900/01/01,2,3
993,1900/01/01,3,3
993,1900/01/01,4,3
994,1900/01/01,1,3
994,1900/01/01,2,3
994,1900/01/01,3,3
994,1900/01/01,4,3
995,1900/01/01,1,1
995,1900/01/01,2,1
995,1900/01/01,3,1
995,1900/01/01,4,1
996,1900/01/01,1,2
996,1900/01/01,2,2
996,1900/01/01,3,2
996,1900/01/01,4,2
997,1900/01/01,1,1
997,1900/01/01,2,1
997,1900/01/01,3,1
997,1900/01/01,4,1
997,2033/01/01,1,2
997,2033/01/01,2,2
997,2033/01/01,3,2
997,2033/01/01,4,2
2662,1900/01/01,1,0
2662,1900/01/01,2,0
2662,1900/01/01,3,0
2662,1900/01/01,4,0
998,1900/01/01,1,1
998,1900/01/01,2,1
998,1900/01/01,3,1
998,1900/01/01,4,1
999,1900/01/01,1,3
999,1900/01/01,2,3
999,1900/01/01,3,3
999,1900/01/01,4,3
1000,1900/01/01,1,1
1000,1900/01/01,2,1
1000,1900/01/01,3,1
1000,1900/01/01,4,1
1001,1900/01/01,1,1
1001,1900/01/01,2,1
1001,1900/01/01,3,1
1001,1900/01/01,4,1
1002,1900/01/01,1,1
1002,1900/01/01,2,1
1002,1900/01/01,3,1
1002,1900/01/01,4,1
1003,1900/01/01,1,1
1003,1900/01/01,2,1
1003,1900/01/01,3,1
1003,1900/01/01,4,1
1004,1900/01/01,1,1
1004,1900/01/01,2,1
1004,1900/01/01,3,1
1004,1900/01/01,4,1
1005,1900/01/01,1,2
1005,1900/01/01,2,2
1005,1900/01/01,3,2
1005,1900/01/01,4,2
1006,1900/01/01,1,1
1006,1900/01/01,2,1
1006,1900/01/01,3,1
1006,1900/01/01,4,1
1007,1900/01/01,1,0
1007,1900/01/01,2,0
1007,1900/01/01,3,0
1007,1900/01/01,4,0
1008,1900/01/01,1,1
1008,1900/01/01,2,1
1008,1900/01/01,3,1
1008,1900/01/01,4,1
1009,1900/01/01,1,3
1009,1900/01/01,2,3
1009,1900/01/01,3,3
1009,1900/01/01,4,3
1010,1900/01/01,1,1
1010,1900/01/01,2,1
1010,1900/01/01,3,1
1010,1900/01/01,4,1
1011,1900/01/01,1,3
1011,1900/01/01,2,3
1011,1900/01/01,3,3
1011,1900/01/01,4,3
1011,2032/01/01,1,1
1011,2032/01/01,2,1
1011,2032/01/01,3,1
1011,2032/01/01,4,1
2663,1900/01/01,1,2
2663,1900/01/01,2,2
2663,1900/01/01,3,2
2663,1900/01/01,4,2
1012,1900/01/01,1,2
1012,1900/01/01,2,2
1012,1900/01/01,3,2
1012,1900/01/01,4,2
1013,1900/01/01,1,1
1013,1900/01/01,2,1
1013,1900/01/01,3,1
1013,1900/01/01,4,1
1014,1900/01/01,1,1
1014,1900/01/01,2,1
1014,1900/01/01,3,1
1014,1900/01/01,4,1
1015,1900/01/01,1,1
1015,1900/01/01,2,1
1015,1900/01/01,3,1
1015,1900/01/01,4,1
1016,1900/01/01,1,1
1016,1900/01/01,2,1
1016,1900/01/01,3,1
1016,1900/01/01,4,1
1017,1900/01/01,1,1
1017,1900/01/01,2,1
1017,1900/01/01,3,1
1017,1900/01/01,4,1
1018,1900/01/01,1,1
1018,1900/01/01,2,1
1018,1900/01/01,3,1
1018,1900/01/01,4,1
1019,1900/01/01,1,3
1019,1900/01/01,2,3
1019,1900/01/01,3,3
1019,1900/01/01,4,3
1020,1900/01/01,1,1
1020,1900/01/01,2,1
1020,1900/01/01,3,1
1020,1900/01/01,4,1
1021,1900/01/01,1,2
1021,1900/01/01,2,2
1021,1900/01/01,3,2
1021,1900/01/01,4,2
1022,1900/01/01,1,1
1022,1900/01/01,2,1
1022,1900/01/01,3,1
1022,1900/01/01,4,1
1023,1900/01/01,1,1
1023,1900/01/01,2,1
1023,1900/01/01,3,1
1023,1900/01/01,4,1
1024,1900/01/01,1,1
1024,1900/01/01,2,1
1024,1900/01/01,3,1
1024,1900/01/01,4,1
1025,1900/01/01,1,1
1025,1900/01/01,2,1
1025,1900/01/01,3,1
1025,1900/01/01,4,1
1026,1900/01/01,1,0
1026,1900/01/01,2,0
1026,1900/01/01,3,0
1026,1900/01/01,4,0
1026,2035/01/01,1,1
1026,2035/01/01,2,1
1026,2035/01/01,3,1
1026,2035/01/01,4,1
1026,2036/01/01,1,0
1026,2036/01/01,2,0
1026,2036/01/01,3,0
1026,2036/01/01,4,0
1026,2038/01/01,1,1
1026,2038/01/01,2,1
1026,2038/01/01,3,1
1026,2038/01/01,4,1
1027,1900/01/01,1,1
1027,1900/01/01,2,1
1027,1900/01/01,3,1
1027,1900/01/01,4,1
1028,1900/01/01,1,1
1028,1900/01/01,2,1
1028,1900/01/01,3,1
1028,1900/01/01,4,1
1029,1900/01/01,1,1
1029,1900/01/01,2,1
1029,1900/01/01,3,1
1029,1900/01/01,4,1
1030,1900/01/01,1,2
1030,1900/01/01,2,2
1030,1900/01/01,3,2
1030,1900/01/01,4,2
1031,1900/01/01,1,0
1031,1900/01/01,2,0
1031,1900/01/01,3,0
1031,1900/01/01,4,0
1032,1900/01/01,1,1
1032,1900/01/01,2,1
1032,1900/01/01,3,1
1032,1900/01/01,4,1
1033,1900/01/01,1,1
1033,1900/01/01,2,1
1033,1900/01/01,3,1
1033,1900/01/01,4,1
1034,1900/01/01,1,1
1034,1900/01/01,2,1
1034,1900/01/01,3,1
1034,1900/01/01,4,1
1035,1900/01/01,1,1
1035,1900/01/01,2,1
1035,1900/01/01,3,1
1035,1900/01/01,4,1
1036,1900/01/01,1,1
1036,1900/01/01,2,1
1036,1900/01/01,3,1
1036,1900/01/01,4,1
1037,1900/01/01,1,1
1037,1900/01/01,2,1
1037,1900/01/01,3,1
1037,1900/01/01,4,1
1038,1900/01/01,1,1
1038,1900/01/01,2,1
1038,1900/01/01,3,1
1038,1900/01/01,4,1
1039,1900/01/01,1,2
1039,1900/01/01,2,2
1039,1900/01/01,3,2
1039,1900/01/01,4,2
1040,1900/01/01,1,1
1040,1900/01/01,2,1
1040,1900/01/01,3,1
1040,1900/01/01,4,1
1041,1900/01/01,1,0
1041,1900/01/01,2,0
1041,1900/01/01,3,0
1041,1900/01/01,4,0
1042,1900/01/01,1,2
1042,1900/01/01,2,2
1042,1900/01/01,3,2
1042,1900/01/01,4,2
1043,1900/01/01,1,0
1043,1900/01/01,2,0
1043,1900/01/01,3,0
1043,1900/01/01,4,0
1044,1900/01/01,1,0
1044,1900/01/01,2,0
1044,1900/01/01,3,0
1044,1900/01/01,4,0
1045,1900/01/01,1,1
1045,1900/01/01,2,1
1045,1900/01/01,3,1
1045,1900/01/01,4,1
1046,1900/01/01,1,1
1046,1900/01/01,2,1
1046,1900/01/01,3,1
1046,1900/01/01,4,1
1047,1900/01/01,1,1
1047,1900/01/01,2,1
1047,1900/01/01,3,1
1047,1900/01/01,4,1
1048,1900/01/01,1,1
1048,1900/01/01,2,1
1048,1900/01/01,3,1
1048,1900/01/01,4,1
1049,1900/01/01,1,2
1049,1900/01/01,2,2
1049,1900/01/01,3,2
1049,1900/01/01,4,2
1050,1900/01/01,1,1
1050,1900/01/01,2,1
1050,1900/01/01,3,1
1050,1900/01/01,4,1
1051,1900/01/01,1,2
1051,1900/01/01,2,2
1051,1900/01/01,3,2
1051,1900/01/01,4,2
1052,1900/01/01,1,2
1052,1900/01/01,2,2
1052,1900/01/01,3,2
1052,1900/01/01,4,2
1053,1900/01/01,1,1
1053,1900/01/01,2,1
1053,1900/01/01,3,1
1053,1900/01/01,4,1
1054,1900/01/01,1,1
1054,1900/01/01,2,1
1054,1900/01/01,3,1
1054,1900/01/01,4,1
1055,1900/01/01,1,1
1055,1900/01/01,2,1
1055,1900/01/01,3,1
1055,1900/01/01,4,1
1056,1900/01/01,1,1
1056,1900/01/01,2,1
1056,1900/01/01,3,1
1056,1900/01/01,4,1
1057,1900/01/01,1,1
1057,1900/01/01,2,1
1057,1900/01/01,3,1
1057,1900/01/01,4,1
1058,1900/01/01,1,0
1058,1900/01/01,2,0
1058,1900/01/01,3,0
1058,1900/01/01,4,0
1059,1900/01/01,1,1
1059,1900/01/01,2,1
1059,1900/01/01,3,1
1059,1900/01/01,4,1
1060,1900/01/01,1,3
1060,1900/01/01,2,3
1060,1900/01/01,3,3
1060,1900/01/01,4,3
1061,1900/01/01,1,0
1061,1900/01/01,2,0
1061,1900/01/01,3,0
1061,1900/01/01,4,0
1062,1900/01/01,1,1
1062,1900/01/01,2,1
1062,1900/01/01,3,1
1062,1900/01/01,4,1
1063,1900/01/01,1,2
1063,1900/01/01,2,2
1063,1900/01/01,3,2
1063,1900/01/01,4,2
1064,1900/01/01,1,0
1064,1900/01/01,2,0
1064,1900/01/01,3,0
1064,1900/01/01,4,0
1064,2031/01/01,1,1
1064,2031/01/01,2,1
1064,2031/01/01,3,1
1064,2031/01/01,4,1
1065,1900/01/01,1,1
1065,1900/01/01,2,1
1065,1900/01/01,3,1
1065,1900/01/01,4,1
1066,1900/01/01,1,1
1066,1900/01/01,2,1
1066,1900/01/01,3,1
1066,1900/01/01,4,1
1067,1900/01/01,1,2
1067,1900/01/01,2,2
1067,1900/01/01,3,2
1067,1900/01/01,4,2
1068,1900/01/01,1,0
1068,1900/01/01,2,0
1068,1900/01/01,3,0
1068,1900/01/01,4,0
1069,1900/01/01,1,0
1069,1900/01/01,2,0
1069,1900/01/01,3,0
1069,1900/01/01,4,0
1070,1900/01/01,1,1
1070,1900/01/01,2,1
1070,1900/01/01,3,1
1070,1900/01/01,4,1
